Title,Authors,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
Depth and Artificial Reef Type Effects on Size and Distribution of Red Snapper in the Northern Gulf of Mexico.,"Jaxion-Harm, J.; Szedlmayer, S. T.",North American Journal of Fisheries Management,02755947,,Feb2015,35,1,86,11,101348929,10.1080/02755947.2014.982332,Taylor & Francis Ltd,Article,"Artificial reefs; Fish populations; Mexico, Gulf of; Lutjanus campechanus; Geographical distribution of fishes",,"The Red SnapperLutjanus campechanusis a highly exploited commercial and recreational species that dominates the artificial reef systems in the northern Gulf of Mexico. Off coastal Alabama there are few natural reefs, but in the last 50 years government programs and private fishers have placed numerous artificial reefs in the northeast Gulf of Mexico with the goal of increasing fisheries production. We examined the effects of artificial reef depth and reef type on Red Snapper densities and size distributions. We used hook-and-line, fish trap, and scuba visual surveys to estimate Red Snapper densities on four types of artificial reefs: army tanks, pyramids, small reefs (e.g., metal cages, pipelines), and large reefs (e.g., ships, dry docks, oil platforms). Small Red Snapper (<33 cm TL) were significantly more abundant at shallower depths (<35 m) and on small artificial reefs. Army tanks showed significantly more large fish (>33 cm TL) at shallow sites (<35 m) than at deeper sites (>35 m); in contrast, pyramids showed significantly more large fish at deeper sites. Ontogenetic habitat shift and fishing mortality were the most likely factors that would explain these Red Snapper distributions. Worldwide, artificial reefs are being used to enhance fishery resources and for habitat restoration. We document the importance of reef design and deployment location for Red Snapper, as well as the need for future artificial reef deployments to consider the relevant variables that affect the species that managers are attempting to enhance. Received May 4, 2014; accepted October 20, 2014",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=101348929&site=ehost-live
"Depth preferences and three-dimensional movements of red snapper, Lutjanus campechanus, on an artificial reef in the northern Gulf of Mexico.","Williams-Grove, Laura Jay; Szedlmayer, Stephen T.",Fisheries Research,01657836,,Jun2017,190,,61,10,121935851,10.1016/j.fishres.2017.01.003,Elsevier Science,Article,"Artificial reefs; Ocean bottom; Mexico, Gulf of; Lutjanus campechanus; Classification of fish",3-D; Kernel density estimates; Ultrasonic; Volume use; VPS telemetry,"Several studies have examined the horizontal or two-dimensional (2-D) movements of red snapper, Lutjanus campechanus , but none have described the long-term depth preferences of this economically important fish species. Red snapper were tagged with depth transmitters and movements were tracked (n = 7; VR2W Positioning System, Vemco Ltd., Nova Scotia) on an artificial reef site 28 km south of Dauphin Island, Alabama in the northern Gulf of Mexico for two years. More than 3.5 million accurate positions (?1 m) were obtained and used to assess red snapper depth patterns over monthly and hourly time periods. In addition, three-dimensional (3-D) patterns of red snapper volume use (m 3 ) were estimated based on depth and location (latitude, longitude) from >700,000 3-D positions. Red snapper depth preferences and volume use varied over time periods. Red snapper tended to stay at deeper depths during the colder months (<3 m from seafloor), and move up in the water column more frequently in the late spring and summer months ( F 23,127 = 45.5, P < 0.0001). Similarly, volume use patterns varied significantly by month (core, F 23,127 = 13.14, P < 0.0001; home range, F 23,127 = 27.6, P < 0.0001) with the smallest movements in February and largest in August (2013) or October (2014) depending on year. Diel home range volume showed that red snapper made fewer movements during night (1900–0400 h) compared to day (0600–1700 h; F 23,3585 = 13.2, P < 0.0001). The present habitat use patterns were surprising, because for the most part red snapper were previously considered a benthic oriented reef species. However, in the present study depth and volume shape patterns showed use of the entire water column during the spring and summer. These higher water column use patterns were likely related to spawning patterns and prey availability over both diel and monthly time periods, but further studies are needed to help confirm such correlations.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=121935851&site=ehost-live
Diel Feeding Patterns of Red Snapper on Artificial Reefs in the North-Central Gulf of Mexico.,"Ouzts, Allyson Clair; Szedlmayer, Stephen T.",Transactions of the American Fisheries Society,00028487,,Nov2003,132,6,1186,8,54470765,10.1577/T02-085,Taylor & Francis Ltd,Article,,,"Diets of red snapper were compared among four diel feeding periods (dawn, day, dusk, and night) and among three standard length size-classes: small (200-299 mm), medium (300-399 mm), and large (400-499 mm). Fish were collected from August through October 2000 in the north-central Gulf of Mexico. A total of 432 stomachs were examined, of which 164 (37%) contained prey. Size-class influenced diets; diets of small red snapper were dominated by fish, those of medium red snapper by fish and tunicates, and those of large red snapper by crabs and fish. Red snapper fed on prey from several different habitats. Small red snapper fed mostly on reef and sand prey types; medium red snapper fed on similar portions of reef, sand, and mixed prey types; and large red snapper fed on mixed prey types. Adjusting for fish size, mean gut fullness was significantly lower for the dusk than for the day period. Fish were the most important prey for all periods. The second most important prey group changed with period: stomatopods for dawn, tunicates for day, and crabs for dusk and night periods. Prey habitat type also varied over periods. Sand prey type dominated dawn and dusk periods, whereas reef prey type dominated day and night periods. We used multidimensional scaling analysis to compare the relative influence of diel period to size-class on red snapper diets. This analysis suggested that fish size-class had a greater influence on red snapper diet than did period. However, with size effects removed, red snapper still showed significant diet shifts with periods.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=54470765&site=ehost-live
Diet shifts of juvenile red snapper (Lutjanus campechanus) with changes in habitat and fish size.,"Szedlmayer, Stephen T.; Lee, Jason D.",Fishery Bulletin,00900656,,Apr2004,102,2,366,10,14252249,,National Oceanic & Atmospheric Administration,Article,Lutjanus; Predation (Biology); Fish food; Other Animal Food Manufacturing; Lutjanus campechanus; Fish habitat,,"We examined the diets and habitat shift of juvenile red snapper (Lutjanus campechanus) in the northeast Gulf of Mexico. Fish were collected from open sand-mud habitat (little to no relief), and artificial reef habitat (1-m³ concrete or PVC blocks), from June 1993 through December 1994. In 1994, fish settled over open habitat from June to September, as shown by trawl collections, then began shifting to reef habitat--a shift that was almost completed by December as observed by SCUBA visual surveys. Stomachs were examined from 1639 red snapper that ranged in size from 18.0 to 280.0 mm SL. Of these, 850 fish had empty stomachs, and 346 fish from open habitat and 443 fish from reef habitat contained prey. Prey were identified to the lowest possible taxon and quantified by volumetric measurement. Specific volume of particular prey taxa were calculated by dividing prey volume by individual fish weight. Red snapper shifted diets with increasing size. Small red snapper (<60 mm SL) fed mostly on chaetognaths, copepods, shrimp, and squid. Large red snapper (60-280 mm SL) shifted feeding to fish prey, greater amounts of squid and crabs, and continued feeding on shrimp. We compared red snapper diets for overlapping size classes (70-160 mm SL) of fish that were collected from both habitats (Bray-Curtis dissimilarity index and multidimensional scaling analysis). Red snapper diets separated by habitat type rather than fish size for the size ranges that overlapped habitats. These diet shifts were attributed to feeding more on reef prey than on open-water prey. Thus, the shift in habitat shown by juvenile red snapper was reflected in their diet and suggested differential habitat values based not just on predation refuge but food resources as well.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=14252249&site=ehost-live
Effect of Trawling and Habitat on Mercury Concentration in Juvenile Red Snapper from the Northern Gulf of Mexico.,"Wells, R. J. David; Chumchal, Matthew M.; Cowan, James H.",Transactions of the American Fisheries Society,00028487,,Nov2008,137,6,1839,12,54471855,10.1577/T07-275.1,Taylor & Francis Ltd,Article,,,"We evaluated mercury (Hg) contamination in juvenile red snapper (<250 mm total length) as an indicator of Hg pollution on the northern Gulf of Mexico (GOM) continental shelf. Specifically, we examined the effects of fish size, commercial shrimp trawling, and habitat type on total Hg concentrations and stable nitrogen isotope ratios (?15N; a proxy for trophic position) in red snapper. Red snapper Hg concentrations and ?15N values were positively and significantly correlated with fish size. In addition, red snapper collected over trawled habitats had significantly higher Hg concentrations and ?15N values than did red snapper collected from similar, nontrawled habitats. Red snapper also exhibited habitat-specific differences in Hg concentrations and ?15N values, but differences were size dependent and generally small. Our study suggests that the Hg concentrations of juvenile red snapper in the northern GOM are elevated in areas where commercial shrimp trawling occurs, possibly due to increases in both red snapper trophic position and bioavailable Hg in trawled areas. Additional studies are needed to determine whether Hg concentrations are elevated in fish from trawled areas in other marine ecosystems.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=54471855&site=ehost-live
Effect of trawling on juvenile red snapper (Lutjanus campechanus) habitat selection and life history parameters.,"Wells, R. J. David; Cowan Jr, James H.; Patterson III, William F.; Walters, Carl J.",Canadian Journal of Fisheries & Aquatic Sciences,0706652X,,Nov2008,65,11,2399,12,35288930,10.1139/F08-145,Canadian Science Publishing,Article,"Trawls & trawling; Habitat selection; Shrimps; Reefs; Mexico, Gulf of; Shellfish Farming; Salt water fishing; Lutjanus campechanus; Fish habitat",,"This study documents ontogenetic habitat shifts of red snapper (Lutjanus campechanus) and highlights possible impacts of shrimp trawling on age-0 fish life history parameters on the northern Gulf of Mexico (GOM) continental shelf. Red snapper were collected quarterly during 2004 and 2005 over sand, low-relief shell rubble, high-relief shell rubble, and natural high-relief reef habitats within a de facto nontrawl area and in similar habitats on the open shelf where commercial shrimp trawling occurred. Age-0 red snapper were most dense over sand and low-relief shell rubble habitats and moved to higher-relief shell rubble and natural reef habitats by age-1. Habitat-specific daily growth rates of age-0 fish were highest over sand (range 0.65–1.03 mm·day–1). Densities of age-0 red snapper were highest over trawled sand, but higher over nontrawled shell rubble by 6 months of age (age-0.5+). Red snapper collected over sand and low-relief shell rubble areas exposed to trawling had truncated size distributions, higher mortality estimates, and lower production potential (the latter evaluated with G–Z and P–B ratios) compared with fish over nontrawled areas of similar habitat. Results suggest that juvenile red snapper residing over nontrawled areas may have a higher probability of survival than fish in areas exposed to commercial shrimp trawling.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=35288930&site=ehost-live
Effect of trawling on juvenile red snapper (Lutjanus campechanus) habitat selection and life history parameters.,"Wells, R. J. David; Cowan Jr, James H.; Patterson III, William F.; Walters, Carl J.",Canadian Journal of Fisheries & Aquatic Sciences,0706652X,,Nov2008,65,11,2399,12,35288930,10.1139/F08-145,Canadian Science Publishing,Article,"TRAWLS & trawling; LUTJANUS campechanus; HABITAT selection; FISH habitat; SHRIMPS; REEFS; MEXICO, Gulf of; Shellfish Farming; Salt water fishing",,"This study documents ontogenetic habitat shifts of red snapper (Lutjanus campechanus) and highlights possible impacts of shrimp trawling on age-0 fish life history parameters on the northern Gulf of Mexico (GOM) continental shelf. Red snapper were collected quarterly during 2004 and 2005 over sand, low-relief shell rubble, high-relief shell rubble, and natural high-relief reef habitats within a de facto nontrawl area and in similar habitats on the open shelf where commercial shrimp trawling occurred. Age-0 red snapper were most dense over sand and low-relief shell rubble habitats and moved to higher-relief shell rubble and natural reef habitats by age-1. Habitat-specific daily growth rates of age-0 fish were highest over sand (range 0.65–1.03 mm·day–1). Densities of age-0 red snapper were highest over trawled sand, but higher over nontrawled shell rubble by 6 months of age (age-0.5+). Red snapper collected over sand and low-relief shell rubble areas exposed to trawling had truncated size distributions, higher mortality estimates, and lower production potential (the latter evaluated with G–Z and P–B ratios) compared with fish over nontrawled areas of similar habitat. Results suggest that juvenile red snapper residing over nontrawled areas may have a higher probability of survival than fish in areas exposed to commercial shrimp trawling.",http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=35288930&site=ehost-live
Effects of habitat complexity and predator exclusion on the abundance of juvenile red snapper.,"Piko, A. A.; Szedlmayer, S. T.",Journal of Fish Biology,00221112,,Mar2007,70,3,758,12,24090488,10.1111/j.1095-8649.2007.01336.x,Wiley-Blackwell,Article,LUTJANUS campechanus; HABITAT selection; AQUATIC habitats; PREDATORY animals; ANIMAL ecology,age 0 year red snapper; habitat preference; predator exclusion,"Predator exclusion and habitat complexity factors that may affect juvenile red snapper Lutjanus campechanus habitat selection were examined in field and laboratory experiments. A significant predator exclusion effect was detected. Uncaged shell habitats showed significantly lower numbers of age 0 year red snapper, and both uncaged shell and block-shell habitats showed significantly lower numbers of age 1 year red snapper compared with caged habitats ( P < 0·001). Habitat complexity also affected age 0 year red snapper, as mean abundance significantly decreased with decreased habitat complexity ( P < 0·001). In the laboratory, age 0 year red snapper association with complex habitats significantly increased with exposure to a predator Gulf flounder Paralichthys albigutta ( P < 0·001). This study showed that predator exclusion and habitat complexity were significant factors that affected the abundance of juvenile red snapper in nursery areas of the northern Gulf of Mexico. Predation may affect juvenile red snapper abundance directly through mortality and indirectly by influencing habitat selection.",http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=24090488&site=ehost-live
ESTIMATES OF RESIDENCE AND SITE FIDELITY FOR RED SNAPPER LUTJANUS CAMPECHANUS ON ARTIFICIAL REEFS IN THE NORTHEASTERN GULF OF MEXICO.,"Schroepfer, Rebecca L.; Szedlmayer, Stephen T.",Bulletin of Marine Science,00074977,,Jan2006,78,1,93,9,19859096,,Rosenstiel School of Marine & Atmospheric Science,Article,"Research; Artificial reefs; Fisheries; Mexico, Gulf of; Mexico; Finfish Farming and Fish Hatcheries; Lutjanus campechanus",,The article discusses the questions asked on why the Lutjanus camphecanus specie or the red snapper has a long&mdashterm residency and site fidelity on artificial reefs in the northeastern Gulf of Mexico. The research done by artificial reef researchers was answered through event analysis to estimate long&mdashterm residency of red snapper. These estimates of long&mdashterm residence and site fidelity further suggest that these reefs provide a better habitat for the specie.,http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=19859096&site=ehost-live
Evaluating the Performance of Vertical Longlines to Survey Reef Fish Populations in the Northern Gulf of Mexico.,"Gregalis, Kevan C.; Schlenker, Lela S.; Drymon, J. Marcus; Mareska, John F.; Powers, Sean P.",Transactions of the American Fisheries Society,00028487,,Nov2012,141,6,1453,12,85587878,10.1080/00028487.2012.703154,Taylor & Francis Ltd,Article,"Reef fishes; Fish populations; Mexico, Gulf of; Longlines (Fishery equipment); Lutjanus campechanus",,"A common critique of many stock assessments is the lack of fishery-independent abundance indices and age composition data. Such data streams are essential in evaluating population trajectories that are derived largely from harvest and age composition of landings. For example, high scientific uncertainty in the most recent stock assessment of Gulf of Mexico red snapperLutjanus campechanusresulted from a conflict between trends in fishery-dependent and fishery-independent data. Because sample sizes for the latter data were an order of magnitude lower, resolution of the conflicting trends was even more problematic. Recognizing the need for cost-effective expansion of fishery-independent data in the region, we evaluated the performance of vertical longline surveys for sampling reef fish within a large artificial reef zone in the northern Gulf of Mexico. Specifically, we (1) determined species composition and the length frequency of red snapper (the dominant species captured) as a function of hook size and bait type within our survey area during 2010; (2) evaluated the effect of different soak times on catch for various hook types (a combination of hook size and bait type); and (3) utilized our results to test the effect of artificial reef type on red snapper CPUE and mean size. During March–November 2010, we conducted 532 vertical longline sets, capturing 1,217 red snapper that ranged from 184 to 827 mm FL. Mean FL of red snapper differed among hook sizes, with 3/0 and 8/0 hooks sampling smaller fish than 11/0 hooks. Soak time trials revealed a significant effect of soak time on CPUE, with peak catch rates observed at 5 min. As habitat area increased, the mean size and CPUE of red snapper increased. We conclude that our vertical longline is an effective gear for sampling red snapper, and we recommend protocols to maximize its utility and standardize its use. Received October 11, 2011; accepted June 5, 2012",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=85587878&site=ehost-live
Feeding biomechanics of juvenile red snapper (Lutjanus campechanus) from the northwestern Gulf of Mexico.,"Case, JaneIIe E.; Westneat, Mark W.; Marshall, Christopher D.",Journal of Experimental Biology,00220949,,Dec2008,211,24,3826,10,36151373,10.1242/jeb.014464,Company of Biologists Ltd.,Article,"LUTJANUS campechanus; HABITAT (Ecology); LUTJANUS; ANIMAL nutrition; BIOMECHANICS; MEXICO, Gulf of",biomechanics; feeding; kinematics; lutjanus campechanus; red snapper,"Juvenile red snapper settle across several complex habitats, which function as nurseries for young fish. Little is known about their life history or feeding biomechanics during this time. However, recent studies have shown higher growth rates for juveniles located on mud habitats adjacent to low profile reefs, perhaps because of varied prey availability and abundance. To further investigate the habitat needs of juvenile red snapper and test hypotheses of feeding development, individuals were collected from a low profile shell ridge and adjacent mud areas on Freeport Rocks, TX, USA, and divided into three size classes (""3.9, 4.0-5.9, ?6.0 cm SL). Output from a dynamic lever model suggested an ontogenetic shift in feeding morphology. Biomechanical modeling also predicted that off-ridge juveniles would have slower, stronger jaws compared with on-ridge juveniles. Kinematic profiles obtained from actual feeding events validated the models' predictive ability. Analysis of prey capture events demonstrated that on-ridge juveniles exhibited larger jaw displacements than off-ridge juveniles. Shape analysis was used to further investigate habitat effects on morphology. Off-ridge juveniles differed from on-ridge juveniles in possessing a deeper head and body. Results from model simulations, kinematic profiles, behavioral observations and shape analysis all compliment the conclusion that on-ridge juveniles exhibited more suction feeding behavior, whereas off-ridge juveniles used more biting behavior. Habitat disparity and possibly available prey composition generated variations in juvenile feeding biomechanics and behavior that may affect recruitment.",http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=36151373&site=ehost-live
Fine-Scale Movements and Home Ranges of Red Snapper around Artificial Reefs in the Northern Gulf of Mexico.,"Piraino, Maria N.; Szedlmayer, Stephen T.",Transactions of the American Fisheries Society,00028487,,Jul2014,143,4,988,11,97015714,10.1080/00028487.2014.901249,Taylor & Francis Ltd,Article,"Artificial reefs; Migration of fishes; Mexico, Gulf of; Bight redfish; Fish habitat; Effect of temperature on fishes",,"Red SnapperLutjanus campechanusare generally associated with artificial reef habitats in the northern Gulf of Mexico, but whether this association results in fish production is still controversial. Information on fine-scale habitat use patterns would be helpful in evaluating this. Little is known about the fine-scale movement patterns of Red Snapper around artificial reefs. The present study examined fine-scale (?1-m accuracy) movements of Red Snapper with the Vemco VR2W Positioning System. This system enabled continuous monitoring of tagged fish from 100 to 694 d. Locations of individual fish were recorded approximately every 10 min and totaled over 1.9 million accurate locations of Red Snapper from August 2010 through May 2012. Red Snapper showed close association with the reef structure (mean ± SD distance = 26.3 ± 35.4 m) but differential habitat use in relation to both diel and seasonal periods. Home range areas (95% kernel density estimates [KDE]) were significantly larger during day than night periods and showed the lowest area use at dawn and dusk. Monthly home ranges (95% KDE) and core areas (50% KDE) were significantly larger in spring, summer, and fall than in winter and were significantly correlated with water temperature, suggesting colder winter temperatures reduced Red Snapper movement. Home range area was significantly correlated with fish size (407–590 mm standard length), and the fish in this study showed the highest site fidelity (88% still present after >10 months) of any Red Snapper in other previous studies. Red Snapper also showed use of multiple reefs within the monitoring area, as home ranges (95% KDE) showed a second peak around other artificial reefs. The high site fidelity, long-term use, and concentrated use of multiple artificial reefs confirm the importance of structured habitat for Red Snapper. Received September 1, 2013; accepted February 27, 2014",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=97015714&site=ehost-live
Fish assemblage structure on a drowned barrier island in the northwestern Gulf of Mexico.,"Wells, R. J. David; Harper, J. O.; Rooker, J. R.; Landry Jr., A. M.; Dellapenna, T. M.",Hydrobiologia,00188158,,Apr2009,625,1,207,15,43168845,10.1007/s10750-009-9709-9,Springer Science & Business Media B.V.,Article,"FISHES; AQUATIC animals; HABITAT (Ecology); FISHING nets; TRAWLS & trawling; FISHERIES; MEXICO, Gulf of; Finfish Farming and Fish Hatcheries; All other textile product mills; Salt water fishing",Diversity; Fish assemblage structure; Freeport Rocks Bathymetric High; Habitat,"We investigated the assemblage structure of fishes associated with different habitats (inshore mud, shell bank, and offshore mud) over a drowned barrier island, Freeport Rocks Bathymetric High, on the inner continental shelf of the northwestern Gulf of Mexico (NW Gulf). Density data from otter trawls were used to examine spatial (habitat and site) and temporal differences in fish assemblage structure using multi- and univariate procedures. Eight species accounted for 69% of the total composition and in order of decreasing abundance included shoal flounder ( Syacium gunteri), dwarf sand perch ( Diplectrum bivittatum), red snapper ( Lutjanus campechanus), least puffer ( Sphoeroides parvus), silver seatrout ( Cynoscion nothus), largescale lizardfish ( Saurida brasiliensis), silver jenny ( Eucinostomus gula), and sand seatrout ( Cynoscion arenarius). Multivariate results indicated fish assemblage structure differed among habitats (ANOSIM; Global R = 0.190, P < 0.001) and survey dates (ANOSIM; Global R = 0.541, P < 0.001); however, differences among sites were negligible (ANOSIM; Global R = ?0.015, P = 0.749). Highest densities of dwarf sand perch and least puffer were found on the shell bank, while densities of shoal flounder, largescale lizardfish, and silver jenny were highest on offshore mud. In addition, smallest sizes and highest densities of six of the eight abundant species were found in July, suggesting an important period for juvenile fishes. Diversity indices also varied relative to habitat with highest Shannon diversity ( H?) and species richness (S) values for fishes associated with the shell bank. Results of this study highlight the importance of a mosaic of habitat types to fish assemblages on a drowned barrier island in the NW Gulf.",http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=43168845&site=ehost-live
"Fisheries of the Caribbean, Gulf of Mexico, and South Atlantic; Comprehensive Annual Catch Limit Amendment for the South Atlantic.","Risenhoover, Alan D.","Federal Register (National Archives & Records Service, Office of the Federal Register)",00976326,,3/16/2012,77,52,15916,17,73897181,,"National Archives & Records Service, Office of the Federal Register",Article,Government regulation; Atlantic States; United States; United States. National Marine Fisheries Service; Finfish Fishing; Salt water fishing; Dolphinfishes; Pelagic fishes; Pagrus auratus; Fishery management -- United States,,"The article presents information on a final rule issued by the U.S. National Marine Fisheries Service of the U.S. National Oceanic and Atmospheric Administration regarding implementation of the comprehensive annual catch limit for the Snapper-Grouper fishery and the Golden Crab fishery of the South Atlantic Region, the Dolphin and Wahoo fishery of the Atlantic States and the Pelagic Sargassum Habitat of the South Atlantic Region. This final rule will be effective by April 16, 2012.",http://search.ebscohost.com/login.aspx?direct=true&db=bth&AN=73897181&site=ehost-live
"Full Issue PDF Volume 37, Issue 1.",,Fisheries,03632415,,Jan2012,37,1,1,52,70332558,10.1080/03632415.2012.655554,Taylor & Francis Ltd,Article,"Fisheries; Salmonidae; Mexico, Gulf of; American Fisheries Society (Organization); Finfish Farming and Fish Hatcheries; Hydraulic fracturing; Fishes -- Habitat",,"The article presents the topics discussed within the volume 37, issue 1 of the publication. These include hydraulic fracturing, standardization of salmonid habitat assessments and the commercial red snapper fisheries in the Gulf of Mexico. Also discussed are the activities of the American Fisheries Society (AFS) such as the World Fisheries Congress for 2012, a proposed policy statement on lead fishing tackles, the AFS awards and guidelines for the submission of articles for publication.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=70332558&site=ehost-live
Genetic variation and spatial autocorrelation among young-of-the-year red snapper (Lutjanus campechanus) in the northern Gulf of Mexico.,"Saillant, Eric; Bradfield, S. Coleen; Gold, John R.",ICES Journal of Marine Science / Journal du Conseil,10543139,,Sep2010,67,6,1240,11,53061812,10.1093/icesjms/fsq011,Oxford University Press / USA,Article,"Fish populations; Mexico, Gulf of; Microsatellites (Genetics); Lutjanus campechanus; Fish genetics; Spawning",effective population size; population structure; red snapper; spatial autocorrelation,"Saillant, E., Bradfield, S. C., and Gold, J. R. 2010. Genetic variation and spatial autocorrelation among young-of-the-year red snapper (Lutjanus campechanus) in the northern Gulf of Mexico. – ICES Journal of Marine Science, 67: 1240–1250.Temporal and spatial genetic variations at 18 nuclear-encoded microsatellites were assayed among age-0 Gulf red snapper (Lutjanus campechanus), sampled from the 2004 and 2005 cohorts in each of five regions in the northern Gulf of Mexico (Gulf) and from a mixed-age group sampled off northwest Florida. Hierarchical analysis of molecular variance revealed genetic heterogeneity among habitat patches within regions, but not among regions. A significant, positive spatial autocorrelation of microsatellite genotypes among fish sampled within the geographic range 50–100 km was detected. Bayesian coalescent analysis of historical demography indicated a decline of nearly an order of magnitude in the effective population size for red snapper across the area surveyed. The highest posterior probability for the current effective population size was 2163, approximately four orders of magnitude smaller than the estimates of red snapper census size. The results of the study demonstrate that spatial genetic structuring among young-of-the-year red snapper in the Gulf occurs at small geographic scales and is consistent with a metapopulation stock-structure model of partially connected populations. This accentuates the importance of maintaining healthy local spawning populations of red snapper in all regions across the northern Gulf.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=53061812&site=ehost-live
Groupers on the Edge: Shelf Edge Spawning Habitat in and Around Marine Reserves of the Northeastern Gulf of Mexico*.,"Coleman, Felicia C.; Scanlon, Kathryn M.; Koenig, Christopher C.",Professional Geographer,00330124,,Nov2011,63,4,456,19,66825188,10.1080/00330124.2011.585076,Taylor & Francis Ltd,Article,"RED grouper; REEF fishes; SPAWNING; AQUATIC habitats; FISHERY management; MARINE parks & reserves; MEXICO, Gulf of; Finfish Farming and Fish Hatcheries; Nature Parks and Other Similar Institutions",,"The northeastern Gulf of Mexico contains some of the most diverse and productive marine habitat in the United States. Much of this habitat, located on the shelf edge in depths of 50 to 120 m, supports spawning for many economically important species, including groupers. Here, we couple acoustic surveys with georeferenced videography to describe the primary spatial and geologic features of spawning aggregation sites for four economically important species: gag (Mycteroperca microlepis), scamp (M. phenax), red grouper (Epinephelus morio), and red snapper (Lutjanus campechanus), with notes on fish distribution and abundance and spawning activities. We provide information on movement patterns of reef fish determined using acoustic telemetry. Finally, we discuss the possible coupling of geomorphology with hydrographic features to influence the overall productivity of the region and the importance of spatial fishery management in sustaining that productivity.",http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=66825188&site=ehost-live
Gulf Oil Spill Puts A Fragile World In Peril,,,,,20100506,,,,,776562c7325142b88abd171dae124f4d,,,Text Archive,Oil spills; Marine biology; Fish; Coral reefs; Pollution; Birds; Carnivores; Animals; Tundras; Corals; Coastlines and beaches; Pollution clean-up; Turtles; Environmental concerns; Marine plants; Environment; Environment and nature; Industrial accidents; Accidents; Accidents and disasters; General news; Biology; Science; Oceanography; Marine animals; Mammals; Reptiles; Plants,,"Linked to the Gulf of Mexico by two passes around Shell Island, St. Andrews Bay opens up just inland from the hilly dunes and soft sand of the coast. Fed by creeks and bayous, the bay boasts the lushest seagrass in the Florida Panhandle, as well as salt marshes, tidal flats and oyster bars.",http://search.ebscohost.com/login.aspx?direct=true&db=apg&AN=776562c7325142b88abd171dae124f4d&site=ehost-live
"Habitat differences in the feeding ecology of red snapper ( Lutjanus campechanus, Poey 1860): a comparison between artificial and natural reefs in the northern Gulf of Mexico.","Simonsen, Kirsten; Cowan, James; Boswell, Kevin",Environmental Biology of Fishes,03781909,,Mar2015,98,3,811,14,100749886,10.1007/s10641-014-0317-9,Springer Science & Business Media B.V.,Article,"Artificial reefs; Fish feeds; Comparative studies; Mexico, Gulf of; Other Animal Food Manufacturing; Fish habitat; Lutjanus campechanus; Stable isotope analysis",Artificial reef; Gulf of Mexico; Natural reef; Red snapper; Trophic ecology,"Red snapper ( Lutjanus campechanus, Poey 1860) support a valuable commercial and recreational fishery in the northern Gulf of Mexico; however there is much debate as to the role of habitat, particularly reef structures, in the feeding ecology of this species. Furthermore, little information is available from fish collected on large natural reefs, such as those on the continental shelf edge, thought to be the historical center of abundance. Previous research indicates that little nutrition is derived directly from artificial reefs; rather the majority of prey comes from surrounding soft bottom habitat. The goal of this study was to determine if there are differences in the feeding ecology of red snapper between standing oil and gas platforms, toppled platforms designated as artificial reefs, and natural reefs on the continental shelf edge, using a combination of gut content and stable isotope analyses. Results indicate that fish dominated diets at all three sites, but that differences exist in the contribution of major prey items by percentage dry weight among habitats. Red snapper collected from standing platforms consumed primarily fish, squid, and shrimp, while greater amounts of crabs, shrimp, and other crustaceans were consumed at toppled platforms. On the natural reefs, diets varied the most, consisting of both fish and crustaceans. Stable isotope analyses suggest fish collected over the standing platforms are more enriched in ? N, indicating feeding at a higher trophic level than the other habitats. No differences were observed in mean values of ?C or ?S, indicating consistency in basal resources among habitats.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=100749886&site=ehost-live
