DECSLAT,DECSLON,year,month,day,CPUE
28.91,-93.04,2004,7,6,0
28.83,-93.13,2004,7,6,0.05
28.73,-93.05,2004,7,6,0.023255813953488372
28.77,-93.05,2004,7,6,0.2
28.73,-92.93,2004,7,6,0.11428571428571428
29.15,-93.7,2004,7,7,0.0851063829787234
29.26,-93.91,2004,7,7,0
29.2,-93.53,2004,7,7,0
29.39,-93.34,2004,7,7,0
29.66,-93.62,2004,7,7,0
29.51,-92.88,2004,7,7,0
29.48,-92.88,2004,7,7,0
29.51,-92.69,2004,7,7,0
29.15,-92.28,2004,7,8,0
29.02,-92.08,2004,7,8,0
29.01,-92.3,2004,7,8,0
29.16,-92.6,2004,7,8,0
29.2,-92.6,2004,7,8,0
29.34,-92.9,2004,7,8,0.10909090909090909
29.3,-92.89,2004,7,8,0.1111111111111111
28.71,-92.78,2004,7,8,0.20512820512820512
28.53,-92.47,2004,7,9,0.01818181818181818
28.49,-92.46,2004,7,9,0.01818181818181818
28.44,-92.11,2004,7,9,0
28.4,-92.1,2004,7,9,0
28.36,-92.1,2004,7,9,0
28.29,-92.13,2004,7,9,0
28.25,-92.14,2004,7,9,0
28.29,-92.12,2004,7,9,0
28.33,-92.12,2004,7,9,0
28.37,-92.1,2004,7,9,0
28.23,-91.78,2004,7,9,0
28.18,-91.77,2004,7,9,0
28.18,-91.56,2004,7,9,0
28.14,-91.56,2004,7,10,0
28.09,-91.54,2004,7,10,0
28.13,-91.56,2004,7,10,0
28.63,-92.03,2004,7,10,0.10909090909090909
28.67,-92.02,2004,7,10,0
28.99,-92.17,2004,7,10,0
29.09,-92.1,2004,7,10,0
28.79,-91.41,2004,7,10,0
28.68,-91.42,2004,7,10,0
29.01,-91.66,2004,7,11,0
28.71,-91.43,2004,7,11,0
28.54,-91.47,2004,7,11,0
28.54,-91.26,2004,7,11,0
28.34,-91.36,2004,7,11,0.01818181818181818
28.29,-91.37,2004,7,11,0
28.57,-91.6,2004,7,11,0
28.54,-91.38,2004,7,11,0
28.57,-91.35,2004,7,11,0
28.79,-91.1,2004,7,11,0
28.89,-90.73,2004,7,12,0
28.87,-90.73,2004,7,12,0
28.58,-90.7,2004,7,12,0.09090909090909091
28.48,-90.61,2004,7,12,0
28.56,-90.49,2004,7,12,0
28.37,-90.62,2004,7,12,0.05555555555555555
28.33,-90.62,2004,7,12,0
28.4,-91.03,2004,7,12,0.02
28.56,-91.02,2004,7,12,0.043478260869565216
28.58,-90.91,2004,7,12,0.043478260869565216
28.27,-90.9,2004,7,13,0
28.25,-90.32,2004,7,13,0
28.31,-90.16,2004,7,13,0
28.68,-90.28,2004,7,13,0.125
28.89,-90.32,2004,7,13,0
28.89,-90.43,2004,7,13,0
29,-90.29,2004,7,13,0
28.96,-90.06,2004,7,14,0
28.96,-90.24,2004,7,14,0
28.62,-90.37,2004,7,14,0
28.44,-90.41,2004,7,14,0
28.43,-90.36,2004,7,14,0
28.39,-90.33,2004,7,14,0
28.84,-89.71,2004,7,14,0.01818181818181818
29.02,-89.63,2004,7,14,0
29,-89.59,2004,7,14,0
29.17,-89.93,2004,7,15,0
29.13,-89.86,2004,7,15,0
29.07,-89.77,2004,7,15,0
29.03,-89.62,2004,7,15,0.1
28.98,-89.54,2004,7,15,0
28.91,-89.7,2004,7,15,0
28.87,-89.69,2004,7,15,0.3333333333333333
29.21,-89.87,2004,7,15,0
29.11,-89.59,2004,7,15,0
30.19,-88.39,2004,7,16,0.08333333333333333
30.12,-88.13,1998,6,2,0
29.99,-88.23,1998,6,2,0
29.97,-88.22,1998,6,2,0.4666666666666667
30.03,-88.4,1998,6,2,0
30.04,-88.49,1998,6,2,0
30.18,-88.39,1998,6,2,0
30.18,-88.33,1998,6,2,0
30.2,-88.23,1998,6,2,0
26.07,-97.04,1998,6,22,0.023809523809523808
26.1,-96.91,1998,6,22,0
26,-96.88,1998,6,23,0
26.03,-97.05,1998,6,23,0.038461538461538464
26.16,-97.14,1998,6,23,0
26.28,-97.07,1998,6,23,0
26.31,-96.99,1998,6,23,0
26.39,-97.2,1998,6,23,0.4
26.41,-97.21,1998,6,23,0
26.48,-96.64,1998,6,23,0
26.52,-96.57,1998,6,23,0
26.4,-96.36,1998,6,23,0
26.33,-96.48,1998,6,23,0.016666666666666666
26.32,-96.53,1998,6,24,0.2727272727272727
26.32,-96.54,1998,6,24,0.03333333333333333
26.31,-96.6,1998,6,24,0
26.31,-96.65,1998,6,24,0.16666666666666666
27.05,-96.73,1998,6,24,0.016666666666666666
27.06,-96.77,1998,6,24,0
27.07,-97.05,1998,6,24,0
27.12,-97.15,1998,6,24,0
26.91,-97.2,1998,6,24,0
26.86,-97.34,1998,6,25,0
26.95,-97.35,1998,6,25,0
27.15,-97.04,1998,6,25,0
27.04,-97.29,1998,6,25,0
27.27,-97.02,1998,6,25,0.03333333333333333
27.32,-97.25,1998,6,25,0
27.33,-97.29,1998,6,25,0
27.53,-97.14,1998,6,25,0
27.53,-96.96,1998,6,25,0
27.51,-96.78,1998,6,25,0
27.46,-96.5,1998,6,26,0.30434782608695654
27.34,-96.55,1998,6,26,0
27.43,-96.42,1998,6,26,0
27.43,-96.36,1998,6,26,0
27.38,-96.45,1998,6,26,0
27.39,-96.5,1998,6,26,0
27.44,-96.79,1998,6,26,0
27.68,-97.07,1998,6,26,0.027777777777777776
27.8,-96.93,1998,6,27,0
27.77,-96.71,1998,6,27,0
27.65,-96.41,1998,6,27,0
27.71,-96.45,1998,6,27,0.016666666666666666
27.75,-96.49,1998,6,27,0.125
27.84,-96.59,1998,6,27,0
27.88,-96.71,1998,6,27,0
27.84,-96.81,1998,6,27,0
27.98,-96.9,1998,6,27,0
27.97,-96.74,1998,6,27,0
27.98,-96.53,1998,6,27,0
28,-96.39,1998,6,27,0
28.01,-96.28,1998,6,28,0.05263157894736842
28.19,-96.62,1998,6,28,0
28.15,-96.67,1998,6,28,0
28.08,-96.56,1998,6,28,0.024390243902439025
28.09,-96.5,1998,6,28,0.3333333333333333
27.85,-96.49,1998,6,28,0
27.88,-96.45,1998,6,28,0
28.04,-96.23,1998,6,28,0
28.32,-96.34,1998,6,28,0
28.35,-96.2,1998,6,28,0
28.4,-95.84,1998,6,29,0.047619047619047616
28.36,-95.85,1998,6,29,0.016666666666666666
28.32,-95.83,1998,6,29,0.23076923076923078
28.37,-95.82,1998,6,29,0.22807017543859648
27.76,-95.88,1998,6,29,0
27.73,-95.94,1998,6,29,0
27.74,-95.77,1998,6,29,0.037037037037037035
27.79,-95.54,1998,6,29,0.047619047619047616
27.78,-95.44,1998,6,29,0
29.4,-94.6,1998,7,1,0
28.94,-95.17,1998,7,2,0
28.78,-94.95,1998,7,2,0.18181818181818182
28.25,-95.26,1998,7,2,0.15384615384615385
28.39,-95.54,1998,7,2,0.35
28.35,-95.51,1998,7,2,0.05555555555555555
28.26,-95.5,1998,7,2,0
28.18,-95.47,1998,7,2,0.10909090909090909
28.25,-95.6,1998,7,2,0.0625
28.13,-95.79,1998,7,3,0.17857142857142858
27.91,-95.46,1998,7,3,0
29.21,-94.7,1998,7,4,0
29.42,-94.31,1998,7,4,0
29.37,-94.29,1998,7,4,0
28.25,-94.69,1998,7,5,0.08333333333333333
28.2,-94.68,1998,7,5,0.06666666666666667
28.02,-94.72,1998,7,5,0.07272727272727272
27.95,-94.77,1998,7,5,0
28,-94.54,1998,7,5,0
28.15,-94.68,1998,7,5,0.06666666666666667
28.2,-94.68,1998,7,5,0.3125
28.23,-95.06,1998,7,5,0.23529411764705882
28.3,-95.24,1998,7,5,0.2857142857142857
28.53,-95.29,1998,7,6,0.03225806451612903
28.59,-95.2,1998,7,6,0
28.69,-94.93,1998,7,6,0
28.53,-94.8,1998,7,6,0
28.62,-94.03,1998,7,6,0.325
29.1,-94.17,1998,7,6,0.34375
29.15,-94,1998,7,6,0.288135593220339
29.26,-93.93,1998,7,7,0.5
29.26,-93.9,1998,7,7,0
29.16,-93.6,1998,7,7,0.391304347826087
29.65,-93.67,1998,7,7,0
29.24,-93.96,1998,7,7,0.08333333333333333
29.23,-93.87,1998,7,7,0.03333333333333333
28.81,-93.47,1998,7,7,0.07142857142857142
28.55,-93.68,1998,7,7,0.3793103448275862
28.54,-93.81,1998,7,8,0
28.44,-93.87,1998,7,8,0
28.44,-93.87,1998,7,8,0.0851063829787234
28.22,-93.07,1998,7,8,0
28.15,-93.04,1998,7,8,0
28.1,-93.03,1998,7,8,0
28.05,-92.89,1998,7,8,0
28.11,-92.61,1998,7,8,0
28.15,-92.55,1998,7,9,0
28.08,-92.4,1998,7,9,0
28.17,-92.38,1998,7,9,0
28.22,-92.76,1998,7,9,0.016666666666666666
28.22,-92.76,1998,7,9,0.03333333333333333
28.52,-92.62,1998,7,9,0.08163265306122448
28.56,-92.65,1998,7,9,0.08823529411764706
28.49,-92.96,1998,7,9,0
28.59,-93.05,1998,7,9,0.14285714285714285
28.61,-93.16,1998,7,9,0.36363636363636365
28.78,-93.08,1998,7,9,0.20833333333333334
28.72,-92.81,1998,7,10,0.14285714285714285
28.62,-93.08,1998,7,10,0.575
28.65,-93.03,1998,7,10,0.3
28.73,-93.05,1998,7,10,0.08823529411764706
28.78,-92.72,1998,7,10,0.1
28.87,-92.55,1998,7,10,0.23333333333333334
29.1,-92.7,1998,7,10,0.034482758620689655
29.09,-92.78,1998,7,10,0.05
29.08,-92.91,1998,7,10,0.06521739130434782
29.11,-92.95,1998,7,11,0.15
29.52,-92.63,1998,7,11,0
29.41,-92.47,1998,7,11,0
29.14,-92.47,1998,7,11,0
28.98,-92.18,1998,7,11,0
29.01,-92.03,1998,7,11,0
29.02,-91.83,1998,7,11,0
29,-91.77,1998,7,11,0
29.09,-92,1998,7,11,0
28.95,-92.22,1998,7,12,0
28.91,-92.22,1998,7,12,0
28.85,-92.32,1998,7,12,0
28.84,-91.82,1998,7,12,0
28.79,-91.78,1998,7,12,0
28.59,-91.65,1998,7,12,0
28.52,-91.85,1998,7,12,0.016666666666666666
28.58,-91.79,1998,7,12,0
28.67,-91.74,1998,7,12,0
28.69,-91.67,1998,7,13,0
28.7,-91.42,1998,7,13,0
28.61,-91.28,1998,7,13,0
28.71,-91.28,1998,7,13,0
28.68,-91.17,1998,7,13,0
28.63,-91.1,1998,7,13,0
28.6,-91.08,1998,7,13,0
28.52,-91,1998,7,13,0
28.37,-91.25,1998,7,13,0.016666666666666666
28.25,-91.36,1998,7,13,0
28.15,-91.35,1998,7,13,0
28.2,-91.21,1998,7,14,0
28.28,-91.01,1998,7,14,0
28.33,-91.02,1998,7,14,0
28.19,-90.69,1998,7,14,0
28.13,-90.52,1998,7,14,0
28.22,-90.61,1998,7,14,0
28.61,-90.31,1998,7,14,0
28.63,-90.29,1998,7,14,0
28.66,-90.11,1998,7,14,0
28.65,-90.17,1998,7,14,0
28.46,-90.35,1998,7,15,0.05
28.58,-90.35,1998,7,15,0
28.55,-90.48,1998,7,15,0
28.97,-90.6,1998,7,15,0
29.03,-90.23,1998,7,15,0
28.91,-90.07,1998,7,15,0
28.82,-90.06,1998,7,15,0
29.15,-90.04,1998,7,15,0
29.07,-90.08,1998,7,15,0
28.97,-90.2,1998,7,16,0
28.94,-90.22,1998,7,16,0
28.93,-90.13,1998,7,16,0
28.99,-89.76,1998,7,16,0
28.98,-89.54,1998,7,16,0
29.12,-88.67,1998,7,16,0
29.27,-88.42,1998,7,16,0
29.3,-88.43,1998,7,16,0
29.29,-88.49,1998,7,16,0.05
29.26,-88.49,1998,7,16,0
30.02,-87.96,1984,6,6,0
29.97,-87.91,1984,6,7,0
30.05,-87.89,1984,6,7,0
30.05,-87.85,1984,6,7,0
30.01,-87.76,1984,6,7,0
30.14,-87.54,1984,6,7,0
30.11,-87.61,1984,6,7,0
29.66,-87.7,1984,6,8,0
29.57,-87.7,1984,6,8,0
29.54,-87.69,1984,6,8,0
29.35,-87.84,1984,6,8,0
29.38,-88.1,1984,6,8,0.2916666666666667
29.38,-88.11,1984,6,9,0
29.33,-88.72,1984,6,9,0
28.78,-89.85,1984,6,9,0
29,-89.58,1984,6,9,0
28.79,-89.51,1984,6,10,0
29.06,-88.99,1984,6,10,0
29.08,-88.99,1984,6,10,0
29.38,-88.8,1984,6,11,0
29.41,-88.8,1984,6,11,0
29.46,-88.73,1984,6,11,0
28.8,-90.23,1984,6,13,1.28
28.99,-90.53,1984,6,13,0
28.75,-90.67,1984,6,14,0.20689655172413793
28.73,-90.66,1984,6,14,0
28.61,-90.85,1984,6,14,0.36363636363636365
28.26,-90.52,1984,6,14,0
28.39,-90.9,1984,6,14,0
28.58,-90.87,1984,6,15,0
28.57,-91.2,1984,6,15,0
28.25,-91.5,1984,6,15,0
28.21,-91.49,1984,6,15,0
28.43,-91.33,1984,6,16,0
28.57,-91.3,1984,6,16,0
28.56,-91.37,1984,6,16,0
28.58,-91.43,1984,6,16,0
